Anzahl saemtlicher Tags		2775
Anzahl falscher Tags		2
uebereinstimmung		99.93
Fehlerrate		0.07
Token		Goldtag		Programmtag
Großteil			Rest		Rest
der			Rest		Rest
Spiegelszenen			Rest		Rest
ist			Rest		Rest
schlecht			Rest		Rest
.			Rest		Rest
Ich			Rest		Rest
habe			Rest		Rest
noch			Rest		Rest
nie			Rest		Rest
eine			Rest		Rest
gute			Rest		Rest
gelesen			Rest		Rest
.			Rest		Rest
Eher			Rest		Rest
schlechte			Rest		Rest
und			Rest		Rest
weniger			Rest		Rest
schlechte			Rest		Rest
.			Rest		Rest
Mein			Rest		Rest
Buch			Rest		Rest
ist			Rest		Rest
veröffentlicht			Rest		Rest
und			Rest		Rest
ich			Rest		Rest
schreibe			Rest		Rest
es			Rest		Rest
nicht			Rest		Rest
um			Rest		Rest
.			Rest		Rest
Aber			Rest		Rest
ich			Rest		Rest
stehe			Rest		Rest
dazu			Rest		Rest
,			Rest		Rest
dass			Rest		Rest
es			Rest		Rest
nicht			Rest		Rest
meine			Rest		Rest
beste			Rest		Rest
Szene/Idee			Rest		Rest
war			Rest		Rest
.			Rest		Rest
:)			Emoticon		Emoticon
Hero			Rest		Rest
mains			Rest		Rest
only			Rest		Rest
:D			Emoticon		Emoticon
Eh			Rest		Rest
?			Rest		Rest
Fast			Rest		Rest
200h			Rest		Rest
und			Rest		Rest
ihr			Rest		Rest
?			Rest		Rest
Almost			Rest		Rest
200h			Rest		Rest
play			Rest		Rest
time			Rest		Rest
🙃			Emoji		Emoji
Benutzer-entfernt			Rest		Rest
Benutzer-entfernt			Rest		Rest
Benutzer-entfernt			Rest		Rest
Benutzer-entfernt			Rest		Rest
Benutzer-entfernt			Rest		Rest
Benutzer-entfernt			Rest		Rest
Benutzer-entfernt			Rest		Rest
Link-entfernt			Rest		Rest
Benutzer-entfernt			Rest		Rest
Mir			Rest		Rest
geht			Rest		Rest
'			Rest		Rest
s			Rest		Rest
gut			Rest		Rest
,			Rest		Rest
danke			Rest		Rest
der			Rest		Rest
Nachfrage			Rest		Rest
.			Rest		Rest
Und			Rest		Rest
selbst			Rest		Rest
?			Rest		Rest
:)			Emoticon		Emoticon
2-2			Rest		Rest
,			Rest		Rest
5Mio			Rest		Rest
sind			Rest		Rest
übrigens			Rest		Rest
ein			Rest		Rest
Witz			Rest		Rest
:D			Emoticon		Emoticon
Hecking			Rest		Rest
wird			Rest		Rest
da			Rest		Rest
denk			Rest		Rest
ich			Rest		Rest
auch			Rest		Rest
nicht			Rest		Rest
locker			Rest		Rest
lassen			Rest		Rest
Benutzer-entfernt			Rest		Rest
Dann			Rest		Rest
dir			Rest		Rest
gutes			Rest		Rest
gelingen			Rest		Rest
,			Rest		Rest
und			Rest		Rest
das			Rest		Rest
alles			Rest		Rest
gut			Rest		Rest
klappt			Rest		Rest
ohne			Rest		Rest
technische			Rest		Rest
Probs			Rest		Rest
:)			Emoticon		Emoticon
Benutzer-entfernt			Rest		Rest
Benutzer-entfernt			Rest		Rest
So			Rest		Rest
habe			Rest		Rest
ich			Rest		Rest
'			Rest		Rest
s			Rest		Rest
gehört			Rest		Rest
,			Rest		Rest
ja			Rest		Rest
.			Rest		Rest
Von			Rest		Rest
jemandem			Rest		Rest
,			Rest		Rest
dem			Rest		Rest
ich			Rest		Rest
vertraue			Rest		Rest
.			Rest		Rest
Ob			Rest		Rest
das			Rest		Rest
immer			Rest		Rest
klappt			Rest		Rest
und			Rest		Rest
offiziell			Rest		Rest
wird			Rest		Rest
,			Rest		Rest
wie			Rest		Rest
ich			Rest		Rest
das			Rest		Rest
höre			Rest		Rest
-			Rest		Rest
nicht			Rest		Rest
zwangsläufig			Rest		Rest
.			Rest		Rest
Aber			Rest		Rest
ich			Rest		Rest
bleibe			Rest		Rest
guter			Rest		Rest
Dinge			Rest		Rest
.			Rest		Rest
:)			Emoticon		Emoticon
Wobei			Rest		Rest
es			Rest		Rest
für			Rest		Rest
die			Rest		Rest
Vorbereitung			Rest		Rest
unerheblich			Rest		Rest
sein			Rest		Rest
dürfte			Rest		Rest
,			Rest		Rest
ob			Rest		Rest
morgen			Rest		Rest
oder			Rest		Rest
zB			Rest		Rest
So			Rest		Rest
.			Rest		Rest
-			Rest		Rest
nach			Rest		Rest
🇦🇹			Emoji		Emoji
reist			Rest		Rest
jetzt			Rest		Rest
keiner			Rest		Rest
mehr			Rest		Rest
.			Rest		Rest
RT			Rest		Rest
Benutzer-entfernt			Rest		Rest
:			Rest		Rest
Schon			Rest		Rest
jetzt			Rest		Rest
mit			Rest		Rest
einigem			Rest		Rest
Gewinn			Rest		Rest
und			Rest		Rest
ein			Rest		Rest
paar			Rest		Rest
hässlichen			Rest		Rest
Lachern			Rest		Rest
angelesen			Rest		Rest
und			Rest		Rest
für			Rest		Rest
gut			Rest		Rest
befunden			Rest		Rest
:)			Emoticon		Emoticon
Link-entfernt			Rest		Rest
Hashtag-entfernt			Rest		Rest
gescreenshottet			Rest		Rest
weil			Rest		Rest
meine			Rest		Rest
eltern			Rest		Rest
mir			Rest		Rest
sowas			Rest		Rest
wie			Rest		Rest
mobile			Rest		Rest
daten			Rest		Rest
nd			Rest		Rest
erlauben			Rest		Rest
:))			Emoticon		Emoticon
und			Rest		Rest
nochmal			Rest		Rest
durchgelesen			Rest		Rest
und			Rest		Rest
es			Rest		Rest
hat			Rest		Rest
mir			Rest		Rest
echt			Rest		Rest
sehr			Rest		Rest
geholfen			Rest		Rest
🥺			Emoji		Emoji
2/2			Rest		Rest
Meine			Rest		Rest
Fressjes			Rest		Rest
,			Rest		Rest
kann			Rest		Rest
eine			Rest		Rest
Frau			Rest		Rest
Kuttner			Rest		Rest
noch			Rest		Rest
langweiliger			Rest		Rest
erzählen			Rest		Rest
?			Rest		Rest
Da			Rest		Rest
freut			Rest		Rest
man			Rest		Rest
sich			Rest		Rest
auf			Rest		Rest
Benutzer-entfernt			Rest		Rest
und			Rest		Rest
dann			Rest		Rest
sowas			Rest		Rest
.			Rest		Rest
Lustig			Rest		Rest
ist			Rest		Rest
dahingegend			Rest		Rest
der			Rest		Rest
Trend			Rest		Rest
Nr			Rest		Rest
.			Rest		Rest
2			Rest		Rest
SturmaufBerlin			Rest		Rest
im			Rest		Rest
Trend			Rest		Rest
mit			Rest		Rest
Hashtag-entfernt			Rest		Rest
Hashtag-entfernt			Rest		Rest
:D			Emoticon		Emoticon
Bitte			Rest		Rest
bringt			Rest		Rest
meiner			Rest		Rest
Tante			Rest		Rest
alle			Rest		Rest
Kuchen			Rest		Rest
!			Rest		Rest
!			Rest		Rest
LOL			Rest		Rest
Benutzer-entfernt			Rest		Rest
Mit			Rest		Rest
den			Rest		Rest
Schmelzscheiben			Rest		Rest
für			Rest		Rest
Burger			Rest		Rest
und			Rest		Rest
co			Rest		Rest
von			Rest		Rest
diversen			Rest		Rest
Firmen			Rest		Rest
ist			Rest		Rest
selbst			Rest		Rest
ein			Rest		Rest
Cheeseburger			Rest		Rest
kein			Rest		Rest
Problem			Rest		Rest
mehr			Rest		Rest
:)			Emoticon		Emoticon
Jetzt			Rest		Rest
erstmal			Rest		Rest
in			Rest		Rest
der			Rest		Rest
Astor			Rest		Rest
Lounge			Rest		Rest
Tenet			Rest		Rest
gucken			Rest		Rest
:D			Emoticon		Emoticon
mit			Rest		Rest
Eis			Rest		Rest
und			Rest		Rest
Weinchen			Rest		Rest
❤️			Emoji		Emoji
✨			Emoji		Emoji
Aus			Rest		Rest
!			Rest		Rest
Vielen			Rest		Rest
Dank			Rest		Rest
an			Rest		Rest
alle			Rest		Rest
Teilnehmer			Rest		Rest
*			Rest		Rest
innen			Rest		Rest
!			Rest		Rest
Die			Rest		Rest
System-Tipper			Rest		Rest
überwiegen			Rest		Rest
knapp			Rest		Rest
-			Rest		Rest
und			Rest		Rest
einige			Rest		Rest
Gelernte			Rest		Rest
haben			Rest		Rest
inzwischen			Rest		Rest
ihr			Rest		Rest
eigenes			Rest		Rest
System			Rest		Rest
entwickelt			Rest		Rest
.			Rest		Rest
Sehr			Rest		Rest
spannend			Rest		Rest
!			Rest		Rest
:)			Emoticon		Emoticon
Interessant			Rest		Rest
:			Rest		Rest
Schnelligkeit			Rest		Rest
wurde			Rest		Rest
in			Rest		Rest
den			Rest		Rest
Kommentaren			Rest		Rest
oft			Rest		Rest
angeführt			Rest		Rest
,			Rest		Rest
obwohl			Rest		Rest
es			Rest		Rest
gar			Rest		Rest
nicht			Rest		Rest
um			Rest		Rest
das			Rest		Rest
warum			Rest		Rest
ging			Rest		Rest
.			Rest		Rest
Link-entfernt			Rest		Rest
Benutzer-entfernt			Rest		Rest
Benutzer-entfernt			Rest		Rest
Benutzer-entfernt			Rest		Rest
Solange			Rest		Rest
man			Rest		Rest
die			Rest		Rest
Leute			Rest		Rest
nicht			Rest		Rest
reden			Rest		Rest
hört			Rest		Rest
?			Rest		Rest
Na			Rest		Rest
,			Rest		Rest
schönen			Rest		Rest
Dank			Rest		Rest
auch			Rest		Rest
.			Rest		Rest
Viel			Rest		Rest
n			Rest		Rest
mir			Rest		Rest
gibt			Rest		Rest
es			Rest		Rest
noch			Rest		Rest
eine			Rest		Rest
Empfehlung			Rest		Rest
für			Rest		Rest
das			Rest		Rest
Verkehrsmuseum			Rest		Rest
,			Rest		Rest
den			Rest		Rest
Garten“			Rest		Rest
und			Rest		Rest
den			Rest		Rest
Zoo			Rest		Rest
.			Rest		Rest
Wenn			Rest		Rest
Zeit			Rest		Rest
ist			Rest		Rest
,			Rest		Rest
Meißen			Rest		Rest
noch			Rest		Rest
mitnehmen			Rest		Rest
.			Rest		Rest
Ein			Rest		Rest
bisschen			Rest		Rest
Hashtag-entfernt			Rest		Rest
spielen			Rest		Rest
und			Rest		Rest
dabei			Rest		Rest
Hashtag-entfernt			Rest		Rest
Hashtag-entfernt			Rest		Rest
Reaktionen			Rest		Rest
und			Rest		Rest
Kommentare			Rest		Rest
!			Rest		Rest
:D			Emoticon		Emoticon
Hashtag-entfernt			Rest		Rest
Hashtag-entfernt			Rest		Rest
Hashtag-entfernt			Rest		Rest
Hashtag-entfernt			Rest		Rest
Hashtag-entfernt			Rest		Rest
Hashtag-entfernt			Rest		Rest
Hashtag-entfernt			Rest		Rest
Link-entfernt			Rest		Rest
RT			Rest		Rest
Benutzer-entfernt			Rest		Rest
:			Rest		Rest
Jetzt			Rest		Rest
auf			Rest		Rest
meinen			Rest		Rest
Sozialen			Rest		Rest
Kanälen			Rest		Rest
,			Rest		Rest
speziell			Rest		Rest
für			Rest		Rest
Kinder			Rest		Rest
,			Rest		Rest
Bewegungsübungen			Rest		Rest
von			Rest		Rest
Felix			Rest		Rest
Neureuther			Rest		Rest
und			Rest		Rest
mir			Rest		Rest
zu			Rest		Rest
sehen			Rest		Rest
.			Rest		Rest
Viel			Rest		Rest
Spaß			Rest		Rest
beim			Rest		Rest
Nachmachen			Rest		Rest
:-)			Emoticon		Emoticon
Hashtag-entfernt			Rest		Rest
Hashtag-entfernt			Rest		Rest
Hashtag-entfernt			Rest		Rest
Hashtag-entfernt			Rest		Rest
Hashtag-entfernt			Rest		Rest
Hashtag-entfernt			Rest		Rest
Hashtag-entfernt			Rest		Rest
Hashtag-entfernt			Rest		Rest
Hashtag-entfernt			Rest		Rest
Link-entfernt			Rest		Rest
Würde			Rest		Rest
es			Rest		Rest
dann			Rest		Rest
einer			Rest		Rest
übernehmen			Rest		Rest
,			Rest		Rest
ihn			Rest		Rest
zu			Rest		Rest
posten			Rest		Rest
und			Rest		Rest
mit			Rest		Rest
dem			Rest		Rest
147er			Rest		Rest
Hashtag			Rest		Rest
zu			Rest		Rest
versehen			Rest		Rest
?			Rest		Rest
:-)			Emoticon		Emoticon
Mich			Rest		Rest
dann			Rest		Rest
vielleicht			Rest		Rest
ins			Rest		Rest
cc			Rest		Rest
.			Rest		Rest
Das			Rest		Rest
wäre			Rest		Rest
nett			Rest		Rest
.			Rest		Rest
:-)			Emoticon		Emoticon
Benutzer-entfernt			Rest		Rest
Benutzer-entfernt			Rest		Rest
Folgen			Rest		Rest
&amp;			Rest		Neubildung
RT			Rest		Rest
ist			Rest		Rest
das			Rest		Rest
Stichwort			Rest		Rest
.			Rest		Rest
😉			Emoji		Emoji
Und			Rest		Rest
ja			Rest		Rest
,			Rest		Rest
wenn			Rest		Rest
ich			Rest		Rest
jemanden			Rest		Rest
folge			Rest		Rest
,			Rest		Rest
interessiere			Rest		Rest
ich			Rest		Rest
mich			Rest		Rest
für			Rest		Rest
diese			Rest		Rest
Person			Rest		Rest
.			Rest		Rest
Und			Rest		Rest
wenn			Rest		Rest
ich			Rest		Rest
dessen			Rest		Rest
Tweets			Rest		Rest
Like			Rest		Rest
dann			Rest		Rest
noch			Rest		Rest
mehr			Rest		Rest
.			Rest		Rest
Oder			Rest		Rest
?			Rest		Rest
:)			Emoticon		Emoticon
Benutzer-entfernt			Rest		Rest
Benutzer-entfernt			Rest		Rest
Benutzer-entfernt			Rest		Rest
Benutzer-entfernt			Rest		Rest
Benutzer-entfernt			Rest		Rest
Benutzer-entfernt			Rest		Rest
Irgendwann			Rest		Rest
transzendiert			Rest		Rest
der			Rest		Rest
und			Rest		Rest
wird			Rest		Rest
übermächtig			Rest		Rest
:D			Emoticon		Emoticon
